Vardas         Pavarde        Galutinis (Vid.)  Galutinis (Med.)  
Vardas4071     Pavarde4071    7.64              5.00              
Vardas5691     Pavarde5691    7.64              7.00              
Vardas1265     Pavarde1265    7.64              6.00              
Vardas5086     Pavarde5086    7.64              6.00              
Vardas7142     Pavarde7142    7.64              4.00              
Vardas5033     Pavarde5033    7.64              7.00              
Vardas8303     Pavarde8303    7.64              6.00              
Vardas5635     Pavarde5635    7.64              7.00              
Vardas6693     Pavarde6693    7.64              6.00              
Vardas3036     Pavarde3036    7.64              6.00              
Vardas5904     Pavarde5904    7.64              6.00              
Vardas2913     Pavarde2913    7.64              6.00              
Vardas3440     Pavarde3440    7.64              6.00              
Vardas1174     Pavarde1174    7.64              5.00              
Vardas9435     Pavarde9435    7.64              6.00              
Vardas1013     Pavarde1013    7.64              6.00              
Vardas4490     Pavarde4490    7.64              6.00              
Vardas29       Pavarde29      7.64              7.00              
Vardas881      Pavarde881     7.60              3.00              
Vardas6706     Pavarde6706    7.60              8.00              
Vardas4564     Pavarde4564    7.60              9.00              
Vardas5369     Pavarde5369    7.60              3.00              
Vardas9103     Pavarde9103    7.60              9.00              
Vardas7179     Pavarde7179    7.60              4.00              
Vardas1502     Pavarde1502    7.60              9.00              
Vardas4716     Pavarde4716    7.60              7.00              
Vardas477      Pavarde477     7.60              4.00              
Vardas2596     Pavarde2596    7.60              7.00              
Vardas322      Pavarde322     7.60              2.00              
Vardas8211     Pavarde8211    7.60              3.00              
Vardas4719     Pavarde4719    7.60              8.00              
Vardas6940     Pavarde6940    7.60              8.00              
Vardas2177     Pavarde2177    7.60              7.00              
Vardas3287     Pavarde3287    7.60              4.00              
Vardas4745     Pavarde4745    7.60              8.00              
Vardas942      Pavarde942     7.60              8.00              
Vardas6292     Pavarde6292    7.60              4.00              
Vardas8780     Pavarde8780    7.60              3.00              
Vardas6286     Pavarde6286    7.60              7.00              
Vardas5463     Pavarde5463    7.60              4.00              
Vardas5243     Pavarde5243    7.60              8.00              
Vardas5674     Pavarde5674    7.60              7.00              
Vardas306      Pavarde306     7.60              3.00              
Vardas8261     Pavarde8261    7.60              7.00              
Vardas9870     Pavarde9870    7.60              3.00              
Vardas9468     Pavarde9468    7.60              9.00              
Vardas760      Pavarde760     7.60              3.00              
Vardas7933     Pavarde7933    7.60              2.00              
Vardas2645     Pavarde2645    7.60              8.00              
Vardas713      Pavarde713     7.60              7.00              
Vardas3658     Pavarde3658    7.60              7.00              
Vardas228      Pavarde228     7.60              8.00              
Vardas820      Pavarde820     7.60              4.00              
Vardas5853     Pavarde5853    7.60              7.00              
Vardas5081     Pavarde5081    7.60              3.00              
Vardas242      Pavarde242     7.60              6.00              
Vardas7951     Pavarde7951    7.60              7.00              
Vardas8147     Pavarde8147    7.60              7.00              
Vardas6657     Pavarde6657    7.60              3.00              
Vardas4545     Pavarde4545    7.60              8.00              
Vardas452      Pavarde452     7.60              8.00              
Vardas165      Pavarde165     7.60              3.00              
Vardas5591     Pavarde5591    7.60              8.00              
Vardas7762     Pavarde7762    7.60              7.00              
Vardas3119     Pavarde3119    7.60              7.00              
Vardas91       Pavarde91      7.60              3.00              
Vardas1440     Pavarde1440    7.60              3.00              
Vardas5124     Pavarde5124    7.60              4.00              
Vardas2474     Pavarde2474    7.60              7.00              
Vardas4140     Pavarde4140    7.60              4.00              
Vardas9682     Pavarde9682    7.60              7.00              
Vardas4449     Pavarde4449    7.60              7.00              
Vardas7832     Pavarde7832    7.60              3.00              
Vardas3878     Pavarde3878    7.60              4.00              
Vardas9175     Pavarde9175    7.60              6.00              
Vardas1694     Pavarde1694    7.60              7.00              
Vardas8909     Pavarde8909    7.60              5.00              
Vardas1987     Pavarde1987    7.60              3.00              
Vardas6677     Pavarde6677    7.56              8.00              
Vardas5850     Pavarde5850    7.56              8.00              
Vardas4736     Pavarde4736    7.56              8.00              
Vardas798      Pavarde798     7.56              10.00             
Vardas9703     Pavarde9703    7.56              6.00              
Vardas3309     Pavarde3309    7.56              7.00              
Vardas7205     Pavarde7205    7.56              7.00              
Vardas8931     Pavarde8931    7.56              5.00              
